303.000,403.826,980.330,15.180,1.184,946.198,39.971,436346.775,0.000,0.000,0.000,0.000,4.995,0.000,93.733,0.000,0.035,8.284,17.191,0.000,31.255,93.717,104.101,0.030,1.985,17.407,0.153,31.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,2.000,2024.000,13.000,56.000,19.000
303.000,403.826,980.330,15.180,1.184,946.198,39.971,436346.775,0.000,0.000,0.000,0.000,4.995,0.000,93.761,0.000,0.030,4.248,17.188,0.000,31.266,93.724,102.984,0.019,2.754,17.406,0.413,31.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,2.000,2024.000,13.000,56.000,19.000
303.000,403.824,980.331,15.180,1.184,946.193,39.971,436345.909,0.000,0.000,0.000,0.000,4.995,0.000,93.737,0.000,0.031,1.374,17.186,0.000,31.234,93.714,101.655,0.020,2.547,17.405,0.198,31.385,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,2.000,2024.000,13.000,56.000,20.000
303.000,403.824,980.331,15.180,1.184,946.193,39.971,436345.909,0.000,0.000,0.000,0.000,4.995,0.000,93.708,0.000,0.011,2.869,17.180,0.000,31.283,93.715,101.621,0.015,1.865,17.399,0.130,31.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,2.000,2024.000,13.000,56.000,20.000
303.000,403.824,980.331,15.180,1.184,946.193,39.971,436345.909,0.000,0.000,0.000,0.000,4.995,0.000,93.755,0.000,0.023,3.310,17.175,0.000,31.266,93.737,102.056,0.038,3.708,17.394,0.256,31.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,2.000,2024.000,13.000,56.000,20.000
303.000,403.830,980.330,15.180,1.184,946.207,39.971,436348.952,0.000,0.000,0.000,0.000,4.995,0.000,93.773,0.000,0.031,2.094,17.183,0.000,31.252,93.719,100.532,0.009,4.548,17.397,0.635,31.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,2.000,2024.000,13.000,56.000,20.000
303.000,403.830,980.330,15.180,1.184,946.207,39.971,436348.952,0.000,0.000,0.000,0.000,4.995,0.000,93.758,0.000,0.023,2.394,17.195,0.000,31.259,93.777,99.461,0.036,3.889,17.401,0.400,31.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,2.000,2024.000,13.000,56.000,20.000
303.000,403.832,980.331,15.180,1.184,946.212,39.971,436350.263,0.000,0.000,0.000,0.000,4.995,0.000,93.754,0.000,0.036,5.399,17.188,0.000,31.276,93.763,101.312,0.040,3.381,17.409,0.334,31.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,2.000,2024.000,13.000,56.000,20.000
303.000,403.832,980.331,15.180,1.184,946.212,39.971,436350.263,0.000,0.000,0.000,0.000,4.995,0.000,93.757,0.000,0.022,7.521,17.173,0.000,31.245,93.731,100.281,0.026,2.111,17.426,0.293,31.420,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,2.000,2024.000,13.000,56.000,20.000
303.000,403.806,980.332,15.180,1.184,946.151,39.970,436336.334,0.000,0.000,0.000,0.000,4.995,0.000,93.713,0.000,0.012,5.323,17.179,0.000,31.245,93.739,100.683,0.021,3.174,17.425,0.215,31.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,2.000,2024.000,13.000,56.000,20.000
